node,mean,sd,MC error,2.50%,median,97.50%,start,sample
"theta[14,8]",0.01449,2.15E-04,1.69E-06,0.01407,0.01449,0.01492,15001,40000
"theta[14,9]",0.01525,2.22E-04,1.88E-06,0.01482,0.01524,0.01568,15001,40000
"theta[14,10]",0.01643,2.33E-04,1.75E-06,0.01598,0.01643,0.01688,15001,40000
"theta[14,11]",0.01791,2.44E-04,1.82E-06,0.01744,0.01791,0.01839,15001,40000
"theta[14,12]",0.01803,2.54E-04,1.96E-06,0.01754,0.01803,0.01854,15001,40000
"theta[15,1]",0.02133,2.81E-04,2.04E-06,0.02079,0.02133,0.02189,15001,40000
"theta[15,2]",0.02348,2.90E-04,2.29E-06,0.02292,0.02348,0.02405,15001,40000
"theta[15,3]",0.01078,1.90E-04,1.68E-06,0.01041,0.01078,0.01116,15001,40000
"theta[15,4]",0.01084,1.92E-04,1.60E-06,0.01046,0.01084,0.01121,15001,40000
"theta[15,5]",0.01054,1.88E-04,1.55E-06,0.01018,0.01054,0.01092,15001,40000
"theta[15,6]",0.01292,2.10E-04,1.70E-06,0.01251,0.01292,0.01333,15001,40000
"theta[15,7]",0.01621,2.37E-04,1.91E-06,0.01575,0.01621,0.01668,15001,40000
"theta[15,8]",0.01932,2.64E-04,2.10E-06,0.01881,0.01932,0.01984,15001,40000
"theta[15,9]",0.01935,2.62E-04,2.08E-06,0.01883,0.01935,0.01986,15001,40000
"theta[15,10]",0.02048,2.70E-04,1.90E-06,0.01995,0.02048,0.02101,15001,40000
"theta[15,11]",0.02082,2.71E-04,2.15E-06,0.02029,0.02082,0.02135,15001,40000
"theta[15,12]",0.01966,2.70E-04,2.15E-06,0.01914,0.01966,0.0202,15001,40000
"theta[16,1]",0.02519,2.81E-04,2.16E-06,0.02464,0.02519,0.02574,15001,40000
"theta[16,2]",0.02562,2.81E-04,2.34E-06,0.02507,0.02562,0.02617,15001,40000
"theta[16,3]",0.01519,2.12E-04,1.70E-06,0.01478,0.01519,0.01561,15001,40000
"theta[16,4]",0.01407,2.02E-04,1.70E-06,0.01368,0.01407,0.01447,15001,40000
"theta[16,5]",0.01357,1.97E-04,1.61E-06,0.01319,0.01357,0.01396,15001,40000
"theta[16,6]",0.01771,2.30E-04,1.90E-06,0.01727,0.01771,0.01816,15001,40000
"theta[16,7]",0.01986,2.47E-04,1.99E-06,0.01939,0.01986,0.02035,15001,40000
"theta[16,8]",0.02073,2.50E-04,2.04E-06,0.02025,0.02073,0.02123,15001,40000
"theta[16,9]",0.02104,2.51E-04,1.88E-06,0.02055,0.02104,0.02153,15001,40000
"theta[16,10]",0.02201,2.57E-04,2.03E-06,0.02151,0.02201,0.02252,15001,40000
"theta[16,11]",0.02415,2.72E-04,2.03E-06,0.02362,0.02415,0.02469,15001,40000
"theta[16,12]",0.0246,2.78E-04,2.15E-06,0.02405,0.02459,0.02514,15001,40000
"theta[17,1]",0.02804,3.06E-04,2.28E-06,0.02744,0.02804,0.02865,15001,40000
"theta[17,2]",0.02905,3.06E-04,2.42E-06,0.02845,0.02905,0.02965,15001,40000
"theta[17,3]",0.01595,2.17E-04,1.82E-06,0.01552,0.01595,0.01637,15001,40000
"theta[17,4]",0.01587,2.18E-04,1.95E-06,0.01544,0.01586,0.01629,15001,40000
"theta[17,5]",0.01474,2.09E-04,1.62E-06,0.01433,0.01474,0.01515,15001,40000
"theta[17,6]",0.01739,2.28E-04,1.80E-06,0.01695,0.01739,0.01785,15001,40000
"theta[17,7]",0.02066,2.52E-04,1.91E-06,0.02017,0.02066,0.02116,15001,40000
"theta[17,8]",0.02143,2.58E-04,2.06E-06,0.02093,0.02143,0.02194,15001,40000
"theta[17,9]",0.02305,2.68E-04,2.20E-06,0.02253,0.02305,0.02358,15001,40000
"theta[17,10]",0.02493,2.80E-04,2.08E-06,0.02438,0.02493,0.02548,15001,40000
"theta[17,11]",0.02648,2.89E-04,2.18E-06,0.02591,0.02648,0.02705,15001,40000
"theta[17,12]",0.02693,2.99E-04,2.46E-06,0.02635,0.02693,0.02752,15001,40000
"theta[18,1]",0.03072,3.72E-04,2.98E-06,0.03,0.03072,0.03146,15001,40000
"theta[18,2]",0.03306,3.78E-04,2.97E-06,0.03233,0.03306,0.03381,15001,40000
"theta[18,3]",0.01862,2.73E-04,2.23E-06,0.01808,0.01862,0.01916,15001,40000
"theta[18,4]",0.0191,2.79E-04,2.17E-06,0.01855,0.0191,0.01965,15001,40000
"theta[18,5]",0.01827,2.71E-04,2.18E-06,0.01774,0.01827,0.01881,15001,40000
"theta[18,6]",0.02344,3.11E-04,2.42E-06,0.02283,0.02344,0.02405,15001,40000
"theta[18,7]",0.02694,3.36E-04,2.68E-06,0.02629,0.02694,0.02761,15001,40000
"theta[18,8]",0.02811,3.45E-04,2.80E-06,0.02743,0.02811,0.02879,15001,40000
"theta[18,9]",0.02883,3.48E-04,2.46E-06,0.02815,0.02883,0.02952,15001,40000
"theta[18,10]",0.03011,3.56E-04,2.77E-06,0.02941,0.03011,0.03081,15001,40000
"theta[18,11]",0.02948,3.55E-04,2.72E-06,0.02878,0.02948,0.03018,15001,40000
"theta[18,12]",0.02811,3.54E-04,2.70E-06,0.02742,0.02811,0.02881,15001,40000
"theta[19,1]",0.0297,4.41E-04,3.54E-06,0.02883,0.02969,0.03056,15001,40000
"theta[19,2]",0.03072,4.34E-04,3.66E-06,0.02988,0.03072,0.03158,15001,40000
"theta[19,3]",0.01689,3.11E-04,2.50E-06,0.01629,0.01689,0.0175,15001,40000
"theta[19,4]",0.01556,2.96E-04,2.73E-06,0.01499,0.01556,0.01615,15001,40000
"theta[19,5]",0.01487,2.87E-04,2.54E-06,0.01431,0.01487,0.01544,15001,40000
"theta[19,6]",0.02005,3.42E-04,2.58E-06,0.01938,0.02005,0.02072,15001,40000
"theta[19,7]",0.02385,3.78E-04,2.91E-06,0.02312,0.02385,0.0246,15001,40000
"theta[19,8]",0.02427,3.79E-04,3.25E-06,0.02353,0.02427,0.02502,15001,40000
"theta[19,9]",0.02692,4.05E-04,3.28E-06,0.02613,0.02692,0.02772,15001,40000
"theta[19,10]",0.029,4.21E-04,3.42E-06,0.02819,0.029,0.02984,15001,40000
"theta[19,11]",0.02977,4.30E-04,3.78E-06,0.02894,0.02977,0.03062,15001,40000
"theta[19,12]",0.0275,4.22E-04,3.15E-06,0.02668,0.0275,0.02833,15001,40000
"theta[20,1]",0.0215,3.41E-04,2.63E-06,0.02083,0.02149,0.02217,15001,40000
"theta[20,2]",0.02143,3.27E-04,2.63E-06,0.02079,0.02142,0.02207,15001,40000
"theta[20,3]",0.01167,2.28E-04,1.90E-06,0.01124,0.01167,0.01213,15001,40000
"theta[20,4]",0.01151,2.24E-04,1.98E-06,0.01108,0.01151,0.01196,15001,40000
"theta[20,5]",0.0103,2.09E-04,1.80E-06,0.009895,0.0103,0.01071,15001,40000
"theta[20,6]",0.01209,2.32E-04,2.09E-06,0.01164,0.01209,0.01255,15001,40000
"theta[20,7]",0.01493,2.62E-04,2.05E-06,0.01442,0.01493,0.01545,15001,40000
"theta[20,8]",0.01553,2.70E-04,2.30E-06,0.01501,0.01553,0.01606,15001,40000
"theta[20,9]",0.01732,2.87E-04,2.50E-06,0.01677,0.01732,0.0179,15001,40000
"theta[20,10]",0.01942,3.08E-04,2.82E-06,0.01882,0.01942,0.02003,15001,40000
"theta[20,11]",0.02065,3.16E-04,2.49E-06,0.02003,0.02065,0.02128,15001,40000
"theta[20,12]",0.02037,3.30E-04,2.60E-06,0.01972,0.02037,0.02102,15001,40000
"theta[21,1]",0.03037,3.04E-04,2.18E-06,0.02977,0.03037,0.03096,15001,40000
"theta[21,2]",0.03057,2.99E-04,2.30E-06,0.02999,0.03057,0.03115,15001,40000
"theta[21,3]",0.01907,2.29E-04,1.74E-06,0.01863,0.01907,0.01952,15001,40000
"theta[21,4]",0.01853,2.25E-04,1.68E-06,0.0181,0.01853,0.01898,15001,40000
"theta[21,5]",0.01794,2.19E-04,1.68E-06,0.01752,0.01794,0.01837,15001,40000
"theta[21,6]",0.02288,2.51E-04,1.94E-06,0.02239,0.02288,0.02338,15001,40000
"theta[21,7]",0.02649,2.72E-04,2.14E-06,0.02596,0.02649,0.02703,15001,40000
"theta[21,8]",0.02683,2.76E-04,2.27E-06,0.0263,0.02683,0.02737,15001,40000
"theta[21,9]",0.02716,2.75E-04,2.13E-06,0.02662,0.02716,0.02771,15001,40000
"theta[21,10]",0.0274,2.80E-04,2.07E-06,0.02686,0.0274,0.02795,15001,40000
"theta[21,11]",0.02901,2.87E-04,2.36E-06,0.02845,0.02902,0.02957,15001,40000
"theta[21,12]",0.02803,2.88E-04,2.33E-06,0.02747,0.02803,0.0286,15001,40000
"theta[22,1]",0.02776,3.01E-04,2.43E-06,0.02717,0.02776,0.02835,15001,40000
"theta[22,2]",0.02932,3.05E-04,2.20E-06,0.02873,0.02932,0.02992,15001,40000
"theta[22,3]",0.01785,2.33E-04,1.90E-06,0.0174,0.01785,0.01831,15001,40000
"theta[22,4]",0.01667,2.23E-04,1.73E-06,0.01623,0.01667,0.01711,15001,40000
"theta[22,5]",0.01646,2.22E-04,1.92E-06,0.01603,0.01646,0.0169,15001,40000
"theta[22,6]",0.01952,2.42E-04,1.87E-06,0.01905,0.01951,0.01999,15001,40000
"theta[22,7]",0.0231,2.68E-04,2.12E-06,0.02258,0.02311,0.02363,15001,40000
"theta[22,8]",0.02422,2.74E-04,2.17E-06,0.02369,0.02422,0.02476,15001,40000
"theta[22,9]",0.0251,2.79E-04,2.30E-06,0.02456,0.0251,0.02565,15001,40000
"theta[22,10]",0.02551,2.81E-04,2.12E-06,0.02496,0.02551,0.02606,15001,40000
"theta[22,11]",0.02827,3.00E-04,2.19E-06,0.02768,0.02827,0.02886,15001,40000
"theta[22,12]",0.02793,2.98E-04,2.25E-06,0.02735,0.02793,0.02852,15001,40000
"theta[23,1]",0.01955,2.86E-04,2.21E-06,0.019,0.01955,0.02012,15001,40000
"theta[23,2]",0.02001,2.79E-04,2.19E-06,0.01947,0.02001,0.02056,15001,40000
"theta[23,3]",0.01011,1.84E-04,1.66E-06,0.009752,0.01011,0.01047,15001,40000
"theta[23,4]",0.01014,1.84E-04,1.62E-06,0.00978,0.01014,0.0105,15001,40000
"theta[23,5]",0.00958,1.78E-04,1.64E-06,0.009233,0.009579,0.00993,15001,40000
"theta[23,6]",0.01197,2.03E-04,1.82E-06,0.01158,0.01197,0.01238,15001,40000
"theta[23,7]",0.01504,2.34E-04,1.97E-06,0.01459,0.01504,0.0155,15001,40000
"theta[23,8]",0.01559,2.40E-04,1.99E-06,0.01512,0.01559,0.01607,15001,40000
"theta[23,9]",0.01659,2.47E-04,2.20E-06,0.01611,0.01659,0.01707,15001,40000
"theta[23,10]",0.01712,2.51E-04,2.03E-06,0.01663,0.01712,0.01762,15001,40000
"theta[23,11]",0.01847,2.64E-04,2.16E-06,0.01796,0.01847,0.019,15001,40000
"theta[23,12]",0.01925,2.83E-04,2.30E-06,0.0187,0.01924,0.0198,15001,40000
"theta[24,1]",0.02849,2.78E-04,2.10E-06,0.02795,0.02849,0.02904,15001,40000
"theta[24,2]",0.02903,2.78E-04,2.14E-06,0.02849,0.02903,0.02958,15001,40000
"theta[24,3]",0.01562,1.96E-04,1.76E-06,0.01523,0.01561,0.016,15001,40000
"theta[24,4]",0.01656,2.01E-04,1.61E-06,0.01617,0.01656,0.01696,15001,40000
"theta[24,5]",0.01567,1.94E-04,1.64E-06,0.01529,0.01566,0.01605,15001,40000
"theta[24,6]",0.01968,2.21E-04,1.81E-06,0.01925,0.01968,0.02012,15001,40000
"theta[24,7]",0.02292,2.42E-04,2.00E-06,0.02245,0.02292,0.02339,15001,40000
"theta[24,8]",0.02359,2.45E-04,2.00E-06,0.02311,0.02359,0.02408,15001,40000
"theta[24,9]",0.02486,2.53E-04,2.00E-06,0.02437,0.02486,0.02536,15001,40000
"theta[24,10]",0.02577,2.57E-04,1.86E-06,0.02527,0.02577,0.02628,15001,40000
"theta[24,11]",0.02628,2.62E-04,1.88E-06,0.02577,0.02628,0.02679,15001,40000
"theta[24,12]",0.02632,2.69E-04,2.08E-06,0.02579,0.02632,0.02685,15001,40000
"theta[25,1]",0.02423,2.74E-04,2.00E-06,0.0237,0.02423,0.02478,15001,40000
"theta[25,2]",0.02382,2.65E-04,2.01E-06,0.0233,0.02382,0.02434,15001,40000
"theta[25,3]",0.01026,1.66E-04,1.37E-06,0.009931,0.01026,0.01058,15001,40000
"theta[25,4]",0.01134,1.74E-04,1.40E-06,0.01101,0.01134,0.01168,15001,40000
"theta[25,5]",0.01183,1.80E-04,1.53E-06,0.01147,0.01183,0.01218,15001,40000
"theta[25,6]",0.01533,2.06E-04,1.65E-06,0.01493,0.01532,0.01573,15001,40000
"theta[25,7]",0.01644,2.15E-04,1.72E-06,0.01602,0.01644,0.01687,15001,40000
"theta[25,8]",0.01765,2.22E-04,1.72E-06,0.01723,0.01765,0.01809,15001,40000
"theta[25,9]",0.01841,2.31E-04,1.98E-06,0.01796,0.01841,0.01887,15001,40000
"theta[25,10]",0.02005,2.40E-04,1.93E-06,0.01959,0.02005,0.02053,15001,40000
"theta[25,11]",0.0204,2.42E-04,1.84E-06,0.01994,0.0204,0.02089,15001,40000
"theta[25,12]",0.02129,2.53E-04,1.94E-06,0.02079,0.02129,0.0218,15001,40000
"theta[26,1]",0.01533,2.68E-04,2.13E-06,0.01482,0.01533,0.01587,15001,40000
"theta[26,2]",0.01544,2.61E-04,2.17E-06,0.01493,0.01543,0.01595,15001,40000
"theta[26,3]",0.00824,1.78E-04,1.68E-06,0.007893,0.008239,0.00859,15001,40000
"theta[26,4]",0.008553,1.82E-04,1.65E-06,0.0082,0.008552,0.008915,15001,40000
"theta[26,5]",0.007998,1.74E-04,1.54E-06,0.007662,0.007997,0.008339,15001,40000
"theta[26,6]",0.0101,2.01E-04,1.69E-06,0.00971,0.0101,0.0105,15001,40000
"theta[26,7]",0.01201,2.23E-04,1.82E-06,0.01158,0.01201,0.01245,15001,40000
"theta[26,8]",0.01281,2.33E-04,1.89E-06,0.01235,0.01281,0.01327,15001,40000
"theta[26,9]",0.01401,2.44E-04,1.94E-06,0.01353,0.014,0.01449,15001,40000
"theta[26,10]",0.01481,2.54E-04,2.03E-06,0.01432,0.01481,0.01532,15001,40000
"theta[26,11]",0.01521,2.59E-04,2.21E-06,0.01471,0.01521,0.01573,15001,40000
"theta[26,12]",0.01547,2.70E-04,2.27E-06,0.01494,0.01546,0.016,15001,40000
"theta[27,1]",0.02735,2.93E-04,2.18E-06,0.02678,0.02734,0.02793,15001,40000
"theta[27,2]",0.02744,2.92E-04,2.23E-06,0.02687,0.02744,0.02801,15001,40000
"theta[27,3]",0.01864,2.36E-04,1.84E-06,0.01818,0.01864,0.01911,15001,40000
"theta[27,4]",0.01787,2.31E-04,1.90E-06,0.01742,0.01786,0.01833,15001,40000
"theta[27,5]",0.01716,2.24E-04,1.76E-06,0.01672,0.01716,0.0176,15001,40000
"theta[27,6]",0.02102,2.52E-04,1.98E-06,0.02053,0.02102,0.02152,15001,40000
"theta[27,7]",0.02385,2.67E-04,2.02E-06,0.02333,0.02384,0.02437,15001,40000
"theta[27,8]",0.02502,2.78E-04,2.13E-06,0.02449,0.02502,0.02558,15001,40000
"theta[27,9]",0.02551,2.79E-04,2.14E-06,0.02497,0.02551,0.02607,15001,40000
"theta[27,10]",0.0281,2.92E-04,2.24E-06,0.02754,0.02811,0.02868,15001,40000
"theta[27,11]",0.02918,3.01E-04,2.11E-06,0.02859,0.02917,0.02978,15001,40000
"theta[27,12]",0.02718,2.93E-04,2.32E-06,0.02661,0.02718,0.02776,15001,40000
"theta[28,1]",0.02101,3.06E-04,2.37E-06,0.02041,0.02101,0.02161,15001,40000
"theta[28,2]",0.02043,2.97E-04,2.45E-06,0.01985,0.02042,0.02101,15001,40000
"theta[28,3]",0.01022,1.96E-04,1.75E-06,0.009847,0.01022,0.01061,15001,40000
"theta[28,4]",0.01094,2.06E-04,1.82E-06,0.01054,0.01093,0.01134,15001,40000
"theta[28,5]",0.009846,1.92E-04,1.75E-06,0.009476,0.009844,0.01023,15001,40000
"theta[28,6]",0.01263,2.22E-04,1.89E-06,0.0122,0.01263,0.01307,15001,40000
"theta[28,7]",0.01497,2.46E-04,2.01E-06,0.01449,0.01497,0.01546,15001,40000
"theta[28,8]",0.015,2.47E-04,1.96E-06,0.01452,0.01499,0.01549,15001,40000
"theta[28,9]",0.01665,2.64E-04,2.05E-06,0.01613,0.01664,0.01717,15001,40000
"theta[28,10]",0.01741,2.70E-04,2.21E-06,0.01689,0.01741,0.01795,15001,40000
"theta[28,11]",0.02003,2.92E-04,2.27E-06,0.01946,0.02003,0.02061,15001,40000
"theta[28,12]",0.01986,3.02E-04,2.37E-06,0.01928,0.01986,0.02046,15001,40000
"theta[29,1]",0.03115,3.15E-04,2.44E-06,0.03054,0.03115,0.03177,15001,40000
"theta[29,2]",0.03197,3.17E-04,2.57E-06,0.03135,0.03197,0.03261,15001,40000
"theta[29,3]",0.01583,2.18E-04,1.78E-06,0.01541,0.01583,0.01626,15001,40000
"theta[29,4]",0.01802,2.34E-04,1.88E-06,0.01756,0.01802,0.01848,15001,40000
"theta[29,5]",0.01732,2.29E-04,1.73E-06,0.01687,0.01731,0.01777,15001,40000
"theta[29,6]",0.02061,2.51E-04,2.11E-06,0.02012,0.02061,0.0211,15001,40000
"theta[29,7]",0.02366,2.70E-04,1.99E-06,0.02314,0.02366,0.0242,15001,40000
"theta[29,8]",0.02474,2.76E-04,2.29E-06,0.02421,0.02474,0.02528,15001,40000
"theta[29,9]",0.02544,2.79E-04,2.28E-06,0.02489,0.02544,0.02598,15001,40000
"theta[29,10]",0.02768,2.92E-04,2.32E-06,0.02711,0.02768,0.02825,15001,40000
"theta[29,11]",0.02791,2.95E-04,2.27E-06,0.02733,0.02791,0.02849,15001,40000
"theta[29,12]",0.02763,2.97E-04,2.39E-06,0.02705,0.02763,0.02822,15001,40000
"theta[30,1]",0.0243,2.86E-04,2.21E-06,0.02375,0.0243,0.02487,15001,40000
"theta[30,2]",0.0248,2.85E-04,2.18E-06,0.02424,0.0248,0.02536,15001,40000
"theta[30,3]",0.01548,2.16E-04,1.60E-06,0.01506,0.01548,0.01591,15001,40000
"theta[30,4]",0.01561,2.15E-04,1.84E-06,0.0152,0.01561,0.01604,15001,40000
"theta[30,5]",0.01584,2.19E-04,1.68E-06,0.01542,0.01584,0.01628,15001,40000
"theta[30,6]",0.01859,2.37E-04,1.77E-06,0.01813,0.01859,0.01906,15001,40000
"theta[30,7]",0.02081,2.53E-04,2.04E-06,0.02032,0.02081,0.02131,15001,40000
"theta[30,8]",0.02219,2.64E-04,2.06E-06,0.02167,0.02219,0.02271,15001,40000
"theta[30,9]",0.02176,2.60E-04,2.11E-06,0.02125,0.02176,0.02227,15001,40000
"theta[30,10]",0.02292,2.69E-04,2.10E-06,0.02239,0.02292,0.02345,15001,40000
"theta[30,11]",0.02225,2.63E-04,2.13E-06,0.02174,0.02225,0.02276,15001,40000
"theta[30,12]",0.0237,2.83E-04,2.33E-06,0.02314,0.0237,0.02425,15001,40000
"theta[31,1]",0.02292,2.58E-04,1.90E-06,0.02242,0.02292,0.02343,15001,40000
"theta[31,2]",0.02214,2.50E-04,2.02E-06,0.02165,0.02213,0.02263,15001,40000
"theta[31,3]",0.01095,1.68E-04,1.51E-06,0.01063,0.01095,0.01129,15001,40000
"theta[31,4]",0.01072,1.64E-04,1.41E-06,0.0104,0.01072,0.01104,15001,40000
"theta[31,5]",0.0104,1.62E-04,1.30E-06,0.01009,0.0104,0.01073,15001,40000
"theta[31,6]",0.01384,1.91E-04,1.47E-06,0.01346,0.01384,0.01422,15001,40000
"theta[31,7]",0.01727,2.15E-04,1.70E-06,0.01685,0.01727,0.0177,15001,40000
"theta[31,8]",0.01726,2.15E-04,1.68E-06,0.01684,0.01726,0.01769,15001,40000
"theta[31,9]",0.01864,2.25E-04,1.70E-06,0.0182,0.01864,0.01908,15001,40000
"theta[31,10]",0.02021,2.35E-04,1.86E-06,0.01976,0.02021,0.02067,15001,40000
"theta[31,11]",0.02043,2.36E-04,1.74E-06,0.01998,0.02043,0.0209,15001,40000
"theta[31,12]",0.02105,2.48E-04,2.00E-06,0.02057,0.02105,0.02154,15001,40000
"theta[32,1]",0.0507,4.89E-04,3.70E-06,0.04975,0.0507,0.05167,15001,40000
"theta[32,2]",0.0567,5.19E-04,3.89E-06,0.05569,0.0567,0.05773,15001,40000
"theta[32,3]",0.03461,3.95E-04,2.91E-06,0.03383,0.03461,0.03539,15001,40000
"theta[32,4]",0.02929,3.64E-04,2.93E-06,0.02858,0.02929,0.03,15001,40000
"theta[32,5]",0.02742,3.50E-04,2.96E-06,0.02674,0.02742,0.02811,15001,40000
"theta[32,6]",0.03403,3.93E-04,3.10E-06,0.03326,0.03403,0.0348,15001,40000
"theta[32,7]",0.03958,4.27E-04,3.22E-06,0.03875,0.03958,0.04041,15001,40000
"theta[32,8]",0.04241,4.40E-04,3.48E-06,0.04155,0.0424,0.04328,15001,40000
"theta[32,9]",0.04819,4.76E-04,3.65E-06,0.04726,0.04818,0.04912,15001,40000
"theta[32,10]",0.05026,4.83E-04,3.85E-06,0.04932,0.05026,0.05122,15001,40000
"theta[32,11]",0.05401,5.08E-04,3.90E-06,0.05301,0.05401,0.05502,15001,40000
"theta[32,12]",0.04403,4.57E-04,3.47E-06,0.04313,0.04403,0.04492,15001,40000
v[1],0.2566,0.00219,2.21E-05,0.2523,0.2566,0.2609,15001,40000
v[2],0.2847,0.002185,2.01E-05,0.2805,0.2847,0.289,15001,40000
v[3],-0.3369,0.002813,2.53E-05,-0.3425,-0.3369,-0.3314,15001,40000
v[4],-0.3511,0.002798,2.57E-05,-0.3566,-0.3511,-0.3456,15001,40000
v[5],-0.3909,0.00283,2.45E-05,-0.3965,-0.3909,-0.3854,15001,40000
v[6],-0.167,0.002584,2.31E-05,-0.1721,-0.167,-0.1619,15001,40000
v[7],-0.006516,0.002421,2.01E-05,-0.01128,-0.006507,-0.001735,15001,40000
v[8],0.05017,0.002371,2.11E-05,0.04547,0.05017,0.05482,15001,40000
v[9],0.0997,0.002326,2.06E-05,0.09517,0.09971,0.1042,15001,40000
v[10],0.1548,0.002254,1.87E-05,0.1504,0.1548,0.1592,15001,40000
v[11],0.2062,0.002237,1.97E-05,0.2019,0.2063,0.2106,15001,40000
v[12],0.2002,0.002244,2.03E-05,0.1958,0.2002,0.2046,15001,40000
